Rooms,Type,Price,Distance,Bathroom,Car,Region,LogPrice
2.0,h,520000.0,9.4,1.0,2.0,Eastern Metropolitan,13.16158409055761
3.0,h,646250.0,9.4,1.0,2.0,Eastern Metropolitan,13.378941704804776
3.0,h,1375000.0,9.4,1.0,1.0,Eastern Metropolitan,14.133964289082808
3.0,h,722000.0,9.4,1.0,2.0,Eastern Metropolitan,13.489780417874963
2.0,h,715000.0,9.4,1.0,3.0,Eastern Metropolitan,13.480037821676145
1.0,h,636000.0,9.4,1.0,1.0,Eastern Metropolitan,13.36295384232226
2.0,h,590000.0,9.4,1.0,2.0,Eastern Metropolitan,13.287877815881902
4.0,h,820000.0,9.4,2.0,2.0,Eastern Metropolitan,13.617059619240436
2.0,h,725000.0,9.4,1.0,3.0,Eastern Metropolitan,13.493926933836812
2.0,h,705000.0,9.4,1.0,1.0,Eastern Metropolitan,13.465953081794405
3.0,h,710000.0,9.4,2.0,4.0,Eastern Metropolitan,13.473020249017498
2.0,h,415000.0,9.4,1.0,1.0,Eastern Metropolitan,12.936033799212835
3.0,h,392000.0,9.4,1.0,2.0,Eastern Metropolitan,12.8790171187726
3.0,h,961000.0,9.4,1.0,2.0,Eastern Metropolitan,13.77572968795243
3.0,h,507000.0,9.4,1.0,1.0,Eastern Metropolitan,13.13626628257332
3.0,h,465000.0,9.4,1.0,1.0,Eastern Metropolitan,13.049792684569493
3.0,h,675000.0,9.4,1.0,2.0,Eastern Metropolitan,13.422467969854667
2.0,h,1550000.0,13.0,1.0,1.0,Southern Metropolitan,14.253765488895429
2.0,u,516000.0,13.0,1.0,1.0,Southern Metropolitan,13.1538620444637
3.0,h,1340000.0,13.0,1.0,1.0,Southern Metropolitan,14.108180171927094
3.0,u,855000.0,13.0,1.0,2.0,Southern Metropolitan,13.658856747918897
3.0,h,1316000.0,13.0,1.0,2.0,Southern Metropolitan,14.0901073908674
3.0,t,828000.0,13.0,2.0,1.0,Southern Metropolitan,13.626768433367397
3.0,h,1055000.0,13.0,1.0,1.0,Southern Metropolitan,13.869051324892304
2.0,u,623000.0,13.0,1.0,1.0,Southern Metropolitan,13.34230179776959
4.0,h,2120000.0,13.0,2.0,2.0,Southern Metropolitan,14.566926646648195
4.0,h,1745000.0,13.0,2.0,1.0,Southern Metropolitan,14.372265113618665
4.0,h,1700000.0,13.0,2.0,2.0,Southern Metropolitan,14.346138809026444
2.0,u,420000.0,13.0,1.0,1.0,Southern Metropolitan,12.948009990259552
2.0,u,375500.0,13.0,1.0,1.0,Southern Metropolitan,12.836013750186327
3.0,h,1350000.0,13.0,1.0,2.0,Southern Metropolitan,14.115615150414612
4.0,h,900000.0,13.0,1.0,1.0,Southern Metropolitan,13.710150042306449
2.0,h,1262000.0,13.0,1.0,1.0,Southern Metropolitan,14.048208322083296
4.0,h,1337000.0,13.0,1.0,2.0,Southern Metropolitan,14.10593885608408
2.0,u,455000.0,13.0,1.0,2.0,Southern Metropolitan,13.028052697933088
2.0,u,400000.0,13.0,1.0,1.0,Southern Metropolitan,12.89921982609012
2.0,u,648000.0,13.0,1.0,1.0,Southern Metropolitan,13.381645975334411
3.0,h,1210000.0,13.0,1.0,2.0,Southern Metropolitan,14.006130917572923
4.0,h,1167500.0,13.0,2.0,1.0,Southern Metropolitan,13.97037526852519
3.0,t,900000.0,13.0,2.0,1.0,Southern Metropolitan,13.710150042306449
4.0,h,1322000.0,13.0,2.0,4.0,Southern Metropolitan,14.094656299393769
2.0,h,677500.0,13.0,1.0,4.0,Southern Metropolitan,13.426164831735994
2.0,u,480000.0,7.9,1.0,1.0,Eastern Metropolitan,13.081541382884074
2.0,u,430000.0,7.9,1.0,1.0,Eastern Metropolitan,12.971540487669746
1.0,u,460000.0,7.9,1.0,0.0,Eastern Metropolitan,13.038981768465277
4.0,h,1601000.0,7.9,3.0,2.0,Eastern Metropolitan,14.286138991978852
4.0,h,2265000.0,7.9,2.0,2.0,Eastern Metropolitan,14.63308531689927
3.0,h,1680000.0,7.9,2.0,2.0,Eastern Metropolitan,14.334304351379442
2.0,u,440000.0,7.9,1.0,0.0,Eastern Metropolitan,12.994530005894443
4.0,h,2350000.0,7.9,2.0,2.0,Eastern Metropolitan,14.669925886120343
3.0,t,962000.0,7.9,2.0,1.0,Eastern Metropolitan,13.776769729647844
3.0,h,981000.0,7.9,3.0,2.0,Eastern Metropolitan,13.7963277385475
4.0,h,2372500.0,7.9,2.0,2.0,Eastern Metropolitan,14.690979295318174
3.0,t,890000.0,7.9,2.0,2.0,Eastern Metropolitan,13.698976741708323
2.0,u,490000.0,7.9,1.0,1.0,Eastern Metropolitan,13.102160670086809
2.0,u,739000.0,7.9,1.0,1.0,Eastern Metropolitan,13.513053199930338
3.0,h,1340000.0,7.9,1.0,1.0,Eastern Metropolitan,14.108180171927094
3.0,h,785000.0,7.9,2.0,0.0,Eastern Metropolitan,13.573438996764546
3.0,h,1155000.0,7.9,1.0,2.0,Eastern Metropolitan,13.959610901938031
4.0,h,1300000.0,7.9,1.0,1.0,Eastern Metropolitan,14.077874822431765
2.0,h,1020000.0,7.9,1.0,1.0,Eastern Metropolitan,13.835313185260453
3.0,h,1796000.0,7.9,1.0,1.0,Eastern Metropolitan,14.401072527844281
2.0,h,790000.0,7.9,1.0,1.0,Eastern Metropolitan,13.579788224443204
3.0,h,1465000.0,7.9,1.0,2.0,Eastern Metropolitan,14.197365800433305
3.0,t,855000.0,7.9,2.0,2.0,Eastern Metropolitan,13.658856747918897
2.0,u,705000.0,7.9,1.0,1.0,Eastern Metropolitan,13.465953081794405
2.0,u,504000.0,7.9,1.0,1.0,Eastern Metropolitan,13.130331547053506
1.0,u,413000.0,7.9,1.0,1.0,Eastern Metropolitan,12.931202871943169
3.0,t,1010000.0,7.9,2.0,2.0,Eastern Metropolitan,13.825460888817442
3.0,h,1220000.0,7.9,1.0,1.0,Eastern Metropolitan,14.01436141670944
3.0,h,1605000.0,7.9,2.0,2.0,Eastern Metropolitan,14.288634314546254
2.0,u,587000.0,7.9,1.0,1.0,Eastern Metropolitan,13.282780098810234
2.0,u,475000.0,7.9,1.0,1.0,Eastern Metropolitan,13.071070083016778
3.0,h,1075000.0,7.9,1.0,2.0,Eastern Metropolitan,13.8878312195439
2.0,u,465000.0,7.9,1.0,1.0,Eastern Metropolitan,13.049792684569493
2.0,t,610000.0,7.9,1.0,1.0,Eastern Metropolitan,13.321214236149494
2.0,u,690000.0,7.9,1.0,1.0,Eastern Metropolitan,13.444446876573442
3.0,h,1535000.0,7.9,1.0,2.0,Eastern Metropolitan,14.244040939003435
4.0,h,1470000.0,7.9,2.0,1.0,Eastern Metropolitan,14.20077295875492
3.0,h,1486000.0,7.9,1.0,2.0,Eastern Metropolitan,14.211598504259841
1.0,u,420000.0,7.9,1.0,1.0,Eastern Metropolitan,12.948009990259552
3.0,t,750000.0,7.9,1.0,1.0,Eastern Metropolitan,13.527828485512494
2.0,u,460000.0,7.9,0.0,0.0,Eastern Metropolitan,13.038981768465277
4.0,h,1615000.0,7.9,2.0,3.0,Eastern Metropolitan,14.294845514638894
5.0,h,1730000.0,7.9,2.0,2.0,Eastern Metropolitan,14.363631966473962
2.0,t,779000.0,7.9,1.0,2.0,Eastern Metropolitan,13.565766324852886
3.0,h,1850000.0,7.9,2.0,2.0,Eastern Metropolitan,14.430696197054507
2.0,h,1910000.0,7.9,1.0,2.0,Eastern Metropolitan,14.462613800022813
5.0,h,2372500.0,7.9,3.0,1.0,Eastern Metropolitan,14.77102200299171
2.0,u,500000.0,7.9,1.0,1.0,Eastern Metropolitan,13.122363377404328
3.0,h,950000.0,7.9,3.0,2.0,Eastern Metropolitan,13.764217263576723
2.0,u,450000.0,7.9,1.0,1.0,Eastern Metropolitan,13.017002861746503
3.0,h,1102000.0,7.9,1.0,1.0,Eastern Metropolitan,13.912637268694997
3.0,h,1275000.0,7.9,2.0,2.0,Eastern Metropolitan,14.058456736574664
3.0,h,1065000.0,7.9,1.0,1.0,Eastern Metropolitan,13.878485357125662
2.0,t,785000.0,7.9,2.0,1.0,Eastern Metropolitan,13.573438996764546
3.0,h,1223500.0,7.9,2.0,2.0,Eastern Metropolitan,14.017226161864864
2.0,u,845000.0,7.9,2.0,2.0,Eastern Metropolitan,13.64709190633931
4.0,h,1720000.0,7.9,2.0,3.0,Eastern Metropolitan,14.357834848789636
3.0,h,1225000.0,7.9,1.0,1.0,Eastern Metropolitan,14.018451401960965
2.0,u,630000.0,7.9,1.0,1.0,Eastern Metropolitan,13.353475098367715
4.0,h,1460000.0,7.9,1.0,2.0,Eastern Metropolitan,14.19394699368452
1.0,u,421000.0,7.9,1.0,1.0,Eastern Metropolitan,12.950388112664518
4.0,h,2090000.0,7.9,3.0,2.0,Eastern Metropolitan,14.552674623940995
4.0,h,1758000.0,7.9,2.0,2.0,Eastern Metropolitan,14.37968735722726
3.0,t,700000.0,7.9,2.0,1.0,Eastern Metropolitan,13.458835614025542
5.0,h,1420000.0,7.9,3.0,1.0,Eastern Metropolitan,14.166167429577444
3.0,t,550000.0,7.9,1.0,1.0,Eastern Metropolitan,13.217673557208654
4.0,h,2372500.0,7.9,3.0,3.0,Eastern Metropolitan,14.769097074582126
2.0,t,710000.0,7.9,1.0,1.0,Eastern Metropolitan,13.473020249017498
3.0,u,650000.0,7.9,2.0,2.0,Eastern Metropolitan,13.38472764187182
1.0,u,385000.0,7.9,1.0,1.0,Eastern Metropolitan,12.86099861326992
4.0,h,740000.0,15.0,2.0,2.0,Western Metropolitan,13.514405465180353
4.0,h,500000.0,15.0,2.0,2.0,Western Metropolitan,13.122363377404328
3.0,h,365000.0,15.0,1.0,0.0,Western Metropolitan,12.80765263256463
4.0,h,570000.0,15.0,2.0,2.0,Western Metropolitan,13.253391639810733
3.0,h,515000.0,15.0,1.0,4.0,Western Metropolitan,13.151922179645874
4.0,h,1095000.0,15.0,3.0,5.0,Western Metropolitan,13.906264921232738
3.0,h,582000.0,15.0,2.0,4.0,Western Metropolitan,13.274225726713574
3.0,h,545000.0,15.0,2.0,2.0,Western Metropolitan,13.208541073645382
3.0,h,461000.0,15.0,1.0,0.0,Western Metropolitan,13.041153321978786
4.0,h,751000.0,15.0,2.0,2.0,Western Metropolitan,13.529160930746272
4.0,h,500000.0,15.0,1.0,2.0,Western Metropolitan,13.122363377404328
4.0,h,560000.0,15.0,2.0,2.0,Western Metropolitan,13.235692062711331
3.0,h,320000.0,15.0,2.0,1.0,Western Metropolitan,12.676076274775909
3.0,h,450000.0,15.0,1.0,2.0,Western Metropolitan,13.017002861746503
3.0,h,703000.0,12.8,2.0,2.0,Western Metropolitan,13.463112170792803
3.0,h,650000.0,12.8,1.0,1.0,Western Metropolitan,13.38472764187182
3.0,t,770000.0,12.8,2.0,1.0,Western Metropolitan,13.554145793829866
3.0,t,480000.0,12.8,2.0,1.0,Western Metropolitan,13.081541382884074
3.0,h,590000.0,12.8,1.0,2.0,Western Metropolitan,13.287877815881902
4.0,h,900000.0,12.8,2.0,1.0,Western Metropolitan,13.710150042306449
3.0,h,935000.0,12.8,1.0,2.0,Western Metropolitan,13.748301808270824
3.0,h,700000.0,12.8,2.0,2.0,Western Metropolitan,13.458835614025542
3.0,h,675000.0,12.8,2.0,1.0,Western Metropolitan,13.422467969854667
4.0,h,816000.0,12.8,2.0,1.0,Western Metropolitan,13.612169633946245
4.0,h,845000.0,12.8,1.0,1.0,Western Metropolitan,13.64709190633931
3.0,h,725000.0,12.8,1.0,1.0,Western Metropolitan,13.493926933836812
3.0,h,772000.0,12.8,2.0,3.0,Western Metropolitan,13.556739829006913
3.0,h,650000.0,12.8,2.0,2.0,Western Metropolitan,13.38472764187182
3.0,h,757000.0,12.8,2.0,1.0,Western Metropolitan,13.537118532419585
3.0,h,690000.0,12.8,2.0,2.0,Western Metropolitan,13.444446876573442
3.0,t,785000.0,12.8,2.0,2.0,Western Metropolitan,13.573438996764546
3.0,h,583000.0,12.8,1.0,1.0,Western Metropolitan,13.27594246533263
4.0,h,920000.0,12.8,2.0,2.0,Western Metropolitan,13.732128949025222
3.0,h,880000.0,12.8,1.0,2.0,Western Metropolitan,13.687677186454389
3.0,u,580000.0,12.8,2.0,2.0,Western Metropolitan,13.270783382522602
4.0,t,886000.0,12.8,3.0,1.0,Western Metropolitan,13.694472229587218
4.0,h,970000.0,12.8,2.0,4.0,Western Metropolitan,13.785051350479566
4.0,h,920000.0,12.8,2.0,2.0,Western Metropolitan,13.732128949025222
3.0,h,625000.0,12.8,1.0,2.0,Western Metropolitan,13.345506928718539
3.0,h,825000.0,12.8,3.0,1.0,Western Metropolitan,13.623138665316818
3.0,h,695000.0,12.8,1.0,1.0,Western Metropolitan,13.45166712454693
3.0,h,915000.0,12.8,1.0,2.0,Western Metropolitan,13.726679344257658
3.0,h,976000.0,12.8,3.0,2.0,Western Metropolitan,13.791217865395229
2.0,t,520000.0,12.8,2.0,2.0,Western Metropolitan,13.16158409055761
4.0,h,1420000.0,12.8,2.0,2.0,Western Metropolitan,14.166167429577444
3.0,h,900000.0,12.8,1.0,1.0,Western Metropolitan,13.710150042306449
2.0,u,470000.0,12.8,1.0,1.0,Western Metropolitan,13.060487973686241
5.0,h,1100000.0,12.8,2.0,2.0,Western Metropolitan,13.9108207377686
3.0,u,470000.0,12.8,1.0,1.0,Western Metropolitan,13.060487973686241
2.0,h,380000.0,12.8,1.0,1.0,Western Metropolitan,12.84792653170257
3.0,u,560000.0,12.8,1.0,2.0,Western Metropolitan,13.235692062711331
4.0,h,1010000.0,12.8,2.0,2.0,Western Metropolitan,13.825460888817442
3.0,h,740000.0,12.8,1.0,2.0,Western Metropolitan,13.514405465180353
3.0,h,630000.0,12.8,2.0,1.0,Western Metropolitan,13.353475098367715
4.0,h,835000.0,12.8,2.0,3.0,Western Metropolitan,13.635187003832993
3.0,t,705000.0,12.8,2.0,1.0,Western Metropolitan,13.465953081794405
3.0,t,680000.0,12.8,2.0,2.0,Western Metropolitan,13.42984807715229
4.0,h,871000.0,12.8,2.0,2.0,Western Metropolitan,13.67739725583464
5.0,h,808000.0,12.8,2.0,2.0,Western Metropolitan,13.602317337503232
3.0,h,891000.0,12.8,3.0,1.0,Western Metropolitan,13.700099706452946
3.0,h,785000.0,12.8,1.0,2.0,Western Metropolitan,13.573438996764546
3.0,h,695000.0,12.8,2.0,2.0,Western Metropolitan,13.45166712454693
4.0,t,807000.0,12.8,2.0,2.0,Western Metropolitan,13.601078947252086
2.0,u,502000.0,12.8,1.0,2.0,Western Metropolitan,13.126355398673866
4.0,h,770000.0,12.8,2.0,2.0,Western Metropolitan,13.554145793829866
5.0,h,700000.0,12.8,2.0,2.0,Western Metropolitan,13.458835614025542
3.0,h,570000.0,12.8,1.0,2.0,Western Metropolitan,13.253391639810733
4.0,h,830000.0,12.8,2.0,2.0,Western Metropolitan,13.62918097977278
3.0,h,600000.0,12.8,1.0,1.0,Western Metropolitan,13.304684934198283
3.0,h,825000.0,12.8,2.0,1.0,Western Metropolitan,13.623138665316818
4.0,h,680000.0,12.8,2.0,2.0,Western Metropolitan,13.42984807715229
3.0,h,720000.0,12.8,1.0,2.0,Western Metropolitan,13.487006490992238
4.0,h,735000.0,12.8,2.0,2.0,Western Metropolitan,13.507625778194974
3.0,h,875000.0,12.8,2.0,2.0,Western Metropolitan,13.681979165339751
3.0,h,601200.0,12.8,1.0,1.0,Western Metropolitan,13.306682936860957
3.0,h,695000.0,12.8,1.0,3.0,Western Metropolitan,13.45166712454693
3.0,h,680000.0,12.8,1.0,2.0,Western Metropolitan,13.42984807715229
3.0,t,660000.0,12.8,2.0,1.0,Western Metropolitan,13.399995114002609
3.0,h,650000.0,12.8,2.0,2.0,Western Metropolitan,13.38472764187182
3.0,h,900000.0,12.8,1.0,2.0,Western Metropolitan,13.710150042306449
3.0,h,823000.0,12.8,1.0,2.0,Western Metropolitan,13.620711479659207
4.0,h,847000.0,12.8,3.0,2.0,Western Metropolitan,13.649455973634192
3.0,h,705000.0,12.8,1.0,2.0,Western Metropolitan,13.465953081794405
3.0,t,710000.0,12.8,2.0,1.0,Western Metropolitan,13.473020249017498
4.0,h,732000.0,12.8,2.0,2.0,Western Metropolitan,13.503535792943449
3.0,h,715000.0,12.8,2.0,4.0,Western Metropolitan,13.480037821676145
3.0,h,785000.0,4.2,1.0,1.0,Northern Metropolitan,13.573438996764546
3.0,h,852000.0,4.2,1.0,1.0,Northern Metropolitan,13.655341805811453
3.0,h,1037000.0,4.2,1.0,1.0,Northern Metropolitan,13.851842487211664
2.0,h,775000.0,4.2,1.0,0.0,Northern Metropolitan,13.560618308335483
3.0,h,1470000.0,4.2,1.0,1.0,Northern Metropolitan,14.20077295875492
2.0,u,630000.0,4.2,2.0,1.0,Northern Metropolitan,13.353475098367715
3.0,t,845000.0,4.2,2.0,1.0,Northern Metropolitan,13.64709190633931
2.0,u,492500.0,4.2,1.0,1.0,Northern Metropolitan,13.10724973959428
2.0,u,420000.0,4.2,1.0,1.0,Northern Metropolitan,12.948009990259552
2.0,t,650000.0,4.2,1.0,1.0,Northern Metropolitan,13.38472764187182
3.0,h,1050000.0,4.2,1.0,1.0,Northern Metropolitan,13.864300722133706
3.0,h,1291000.0,4.2,1.0,1.0,Northern Metropolitan,14.07092766982878
2.0,u,420000.0,4.2,1.0,1.0,Northern Metropolitan,12.948009990259552
3.0,h,961000.0,4.2,1.0,1.0,Northern Metropolitan,13.77572968795243
3.0,h,1271000.0,4.2,1.0,1.0,Northern Metropolitan,14.055314550171591
3.0,h,1010000.0,4.2,1.0,0.0,Northern Metropolitan,13.825460888817442
2.0,t,750000.0,4.2,1.0,1.0,Northern Metropolitan,13.527828485512494
4.0,h,1675000.0,4.2,2.0,2.0,Northern Metropolitan,14.331323723241304
2.0,h,905000.0,4.2,2.0,1.0,Northern Metropolitan,13.715690222682063
2.0,h,960000.0,4.2,1.0,1.0,Northern Metropolitan,13.77468856344402
2.0,h,1031000.0,4.2,1.0,1.0,Northern Metropolitan,13.846039762999096
3.0,t,918000.0,4.2,2.0,1.0,Northern Metropolitan,13.729952669602628
3.0,h,870000.0,4.2,1.0,1.0,Northern Metropolitan,13.676248490630767
3.0,h,1165000.0,4.2,1.0,0.0,Northern Metropolitan,13.968231644981937
5.0,h,1710000.0,4.2,2.0,2.0,Northern Metropolitan,14.352003928478842
1.0,u,360000.0,4.2,1.0,1.0,Northern Metropolitan,12.793859310432293
3.0,h,1455000.0,4.2,1.0,0.0,Northern Metropolitan,14.19051645858773
1.0,u,365000.0,4.2,1.0,1.0,Northern Metropolitan,12.80765263256463
3.0,u,551000.0,4.2,1.0,1.0,Northern Metropolitan,13.219490088135052
2.0,u,442000.0,4.2,2.0,1.0,Northern Metropolitan,12.999065161059836
2.0,h,765000.0,4.2,1.0,2.0,Northern Metropolitan,13.547631112808673
2.0,u,515000.0,4.2,1.0,1.0,Northern Metropolitan,13.151922179645874
3.0,u,570000.0,4.2,1.0,2.0,Northern Metropolitan,13.253391639810733
1.0,u,370000.0,4.2,1.0,1.0,Northern Metropolitan,12.821258284620408
2.0,h,1005000.0,4.2,1.0,0.0,Northern Metropolitan,13.820498099475314
2.0,h,1234500.0,4.2,2.0,2.0,Northern Metropolitan,14.026176587767372
2.0,u,666000.0,4.2,1.0,2.0,Northern Metropolitan,13.409044949522526
2.0,h,825000.0,4.2,1.0,1.0,Northern Metropolitan,13.623138665316818
2.0,t,770000.0,4.2,2.0,1.0,Northern Metropolitan,13.554145793829866
3.0,h,1135000.0,4.2,1.0,0.0,Northern Metropolitan,13.94214320889764
4.0,h,975000.0,4.2,3.0,1.0,Northern Metropolitan,13.790192749979985
2.0,t,812000.0,4.2,1.0,0.0,Northern Metropolitan,13.607255619143816
5.0,h,1900000.0,4.2,2.0,2.0,Northern Metropolitan,14.457364444136669
1.0,u,445000.0,4.2,1.0,0.0,Northern Metropolitan,13.005829561148378
2.0,h,732000.0,4.2,2.0,1.0,Northern Metropolitan,13.503535792943449
3.0,h,1260000.0,4.2,2.0,2.0,Northern Metropolitan,14.04662227892766
3.0,h,1000000.0,4.2,2.0,2.0,Northern Metropolitan,13.815510557964274
2.0,h,1155000.0,4.2,1.0,1.0,Northern Metropolitan,13.959610901938031
2.0,t,700000.0,4.2,1.0,3.0,Northern Metropolitan,13.458835614025542
3.0,h,813500.0,4.2,1.0,1.0,Northern Metropolitan,13.60910120564123
2.0,u,526000.0,4.2,0.0,0.0,Northern Metropolitan,13.173056491719846
3.0,t,790000.0,4.2,2.0,2.0,Northern Metropolitan,13.579788224443204
4.0,h,1365000.0,4.2,2.0,1.0,Northern Metropolitan,14.126664986601197
2.0,t,700000.0,4.2,2.0,1.0,Northern Metropolitan,13.458835614025542
1.0,u,370000.0,4.2,1.0,2.0,Northern Metropolitan,12.821258284620408
3.0,h,1230000.0,4.2,1.0,1.0,Northern Metropolitan,14.0225247273486
2.0,u,460000.0,4.2,1.0,1.0,Northern Metropolitan,13.038981768465277
2.0,u,395000.0,4.2,1.0,1.0,Northern Metropolitan,12.886641043883259
5.0,h,1001000.0,4.2,1.0,0.0,Northern Metropolitan,13.816510058297357
2.0,h,850000.0,4.2,1.0,1.0,Northern Metropolitan,13.652991628466498
3.0,h,1335000.0,4.2,1.0,3.0,Northern Metropolitan,14.104441849816487
2.0,h,868000.0,4.2,1.0,1.0,Northern Metropolitan,13.673946993642486
2.0,h,960000.0,4.2,1.0,0.0,Northern Metropolitan,13.77468856344402
2.0,t,773000.0,4.2,1.0,1.0,Northern Metropolitan,13.558034327569558
2.0,u,631090.0,4.2,2.0,1.0,Northern Metropolitan,13.355203762097402
2.0,u,410000.0,4.2,1.0,1.0,Northern Metropolitan,12.92391243868049
2.0,u,425000.0,4.2,1.0,1.0,Northern Metropolitan,12.959844447906553
2.0,h,1211000.0,4.2,1.0,1.0,Northern Metropolitan,14.006957022535229
2.0,u,506000.0,4.2,1.0,1.0,Northern Metropolitan,13.134291948269603
2.0,h,806000.0,4.2,1.0,1.0,Northern Metropolitan,13.599839021488766
3.0,h,829000.0,4.2,2.0,2.0,Northern Metropolitan,13.627975434117433
2.0,h,786000.0,4.2,1.0,0.0,Northern Metropolitan,13.574712071411344
2.0,u,458000.0,4.2,1.0,1.0,Northern Metropolitan,13.034624463096321
3.0,h,1635000.0,5.6,1.0,2.0,Southern Metropolitan,14.30715336231349
2.0,h,2372500.0,5.6,2.0,1.0,Southern Metropolitan,15.38412647587812
2.0,u,562500.0,5.6,2.0,1.0,Southern Metropolitan,13.240146413060712
2.0,u,520000.0,5.6,1.0,1.0,Southern Metropolitan,13.16158409055761
5.0,h,2372500.0,5.6,3.0,2.0,Southern Metropolitan,15.285686403064867
3.0,h,1528500.0,5.6,1.0,1.0,Southern Metropolitan,14.239797420313026
2.0,u,630000.0,5.6,1.0,2.0,Southern Metropolitan,13.353475098367715
4.0,h,1690000.0,5.6,3.0,1.0,Southern Metropolitan,14.340239086899256
2.0,u,610000.0,5.6,1.0,1.0,Southern Metropolitan,13.321214236149494
3.0,h,1490000.0,5.6,2.0,2.0,Southern Metropolitan,14.214286677921642
2.0,u,588000.0,5.6,1.0,1.0,Southern Metropolitan,13.284482226880764
3.0,u,882000.0,5.6,2.0,2.0,Southern Metropolitan,13.68994733498893
2.0,u,831000.0,5.6,1.0,1.0,Southern Metropolitan,13.630385073837585
4.0,h,2130000.0,5.6,2.0,2.0,Southern Metropolitan,14.571632537685607
2.0,u,650000.0,5.6,1.0,1.0,Southern Metropolitan,13.38472764187182
2.0,u,599000.0,5.6,1.0,1.0,Southern Metropolitan,13.303016877097587
2.0,u,820000.0,5.6,1.0,2.0,Southern Metropolitan,13.617059619240436
4.0,h,2200000.0,5.6,1.0,2.0,Southern Metropolitan,14.603967918328545
4.0,h,2372500.0,5.6,3.0,4.0,Southern Metropolitan,15.082458161451598
2.0,h,1326000.0,5.6,1.0,2.0,Southern Metropolitan,14.097677449727945
2.0,u,610000.0,5.6,1.0,1.0,Southern Metropolitan,13.321214236149494
4.0,h,1950000.0,5.6,2.0,2.0,Southern Metropolitan,14.48333993053993
3.0,h,1875000.0,5.6,2.0,2.0,Southern Metropolitan,14.444119217386648
5.0,h,2372500.0,5.6,2.0,2.0,Southern Metropolitan,14.862829552244833
4.0,h,2372500.0,5.6,2.0,2.0,Southern Metropolitan,14.75160391713461
3.0,h,1878000.0,5.6,2.0,1.0,Southern Metropolitan,14.445717938750345
4.0,h,1910000.0,5.6,3.0,2.0,Southern Metropolitan,14.462613800022813
3.0,h,1410000.0,5.6,1.0,2.0,Southern Metropolitan,14.15910026235435
2.0,u,515000.0,5.6,1.0,1.0,Southern Metropolitan,13.151922179645874
3.0,h,2310000.0,5.6,1.0,2.0,Southern Metropolitan,14.652758082497977
2.0,h,890000.0,5.6,1.0,1.0,Southern Metropolitan,13.698976741708323
3.0,h,1668000.0,5.6,2.0,2.0,Southern Metropolitan,14.32713586190083
4.0,h,2315000.0,5.6,2.0,0.0,Southern Metropolitan,14.654920245502472
3.0,t,800000.0,5.6,2.0,2.0,Southern Metropolitan,13.592367006650065
2.0,h,1950000.0,5.6,1.0,4.0,Southern Metropolitan,14.48333993053993
5.0,h,2372500.0,5.6,3.5,4.0,Southern Metropolitan,15.394489262913666
3.0,h,2372500.0,5.6,3.0,4.0,Southern Metropolitan,14.834357878163521
6.0,h,2372500.0,5.6,3.5,3.0,Southern Metropolitan,15.687312734865866
2.0,u,580000.0,5.6,1.0,1.0,Southern Metropolitan,13.270783382522602
2.0,u,525000.0,5.6,1.0,1.0,Southern Metropolitan,13.17115354157376
3.0,h,1905000.0,5.6,2.0,2.0,Southern Metropolitan,14.459992566542939
2.0,u,478000.0,5.6,1.0,1.0,Southern Metropolitan,13.077366011473593
2.0,u,672000.0,5.6,1.0,1.0,Southern Metropolitan,13.418013619505286
4.0,h,2286000.0,5.6,3.0,2.0,Southern Metropolitan,14.642314123336893
3.0,h,1575000.0,5.6,2.0,2.0,Southern Metropolitan,14.269765830241871
2.0,u,590000.0,5.6,1.0,1.0,Southern Metropolitan,13.287877815881902
2.0,u,765000.0,5.6,1.0,2.0,Southern Metropolitan,13.547631112808673
2.0,h,1507000.0,5.6,1.0,2.0,Southern Metropolitan,14.225631477608632
3.0,h,972500.0,5.6,2.0,2.0,Southern Metropolitan,13.787625354474738
2.0,t,672000.0,5.6,1.0,1.0,Southern Metropolitan,13.418013619505286
4.0,h,2350000.0,5.6,2.0,2.0,Southern Metropolitan,14.669925886120343
4.0,h,1312000.0,5.6,2.0,1.0,Southern Metropolitan,14.08706324848617
2.0,u,890000.0,5.6,2.0,1.0,Southern Metropolitan,13.698976741708323
4.0,h,2117000.0,5.6,1.0,2.0,Southern Metropolitan,14.565510550117002
2.0,h,1331000.0,5.6,1.0,1.0,Southern Metropolitan,14.101441097377249
4.0,h,1800000.0,5.6,2.0,2.0,Southern Metropolitan,14.403297222866392
4.0,h,2372500.0,5.6,1.0,2.0,Southern Metropolitan,14.73698781652573
3.0,h,1476000.0,5.6,2.0,2.0,Southern Metropolitan,14.204846284142555
4.0,h,2372500.0,5.6,2.0,2.0,Southern Metropolitan,14.767168433675721
4.0,h,2372500.0,5.6,2.0,2.0,Southern Metropolitan,14.780591454007862
4.0,h,2265000.0,5.6,1.0,1.0,Southern Metropolitan,14.63308531689927
5.0,h,1975000.0,5.6,2.0,1.0,Southern Metropolitan,14.496078956317358
4.0,h,2075000.0,5.6,2.0,2.0,Southern Metropolitan,14.545471711646936
5.0,h,2372500.0,5.6,3.5,2.0,Southern Metropolitan,14.75160391713461
4.0,h,2240000.0,5.6,2.0,2.0,Southern Metropolitan,14.621986423831222
2.0,h,1275000.0,5.6,1.0,0.0,Southern Metropolitan,14.058456736574664
